call_id,Customer  Id,Call Type,Date Created Local,Created At Local,Call Started Local,Scheduled Start Date Local,Scheduled Start Time Local,Scheduled End Time Local,Status,Booking Title,Booked By Staff Id,Staff First Joined Activity Timestamps Local,Staff Joined Activities Timestamps Local,Staff Joined Count,Staff Left Activities Timestamps UTC,Customer Joined Count,Customer Joined Activities Timestamps UTC,Customer Left Activities Timestamps UTC,Customer Enabled Video,Call Result,Call Duration (Sec),Staff Score,Avg Customer Rating (Overall),"Rating Question ""How Was The Stream Quality""","Rating Question ""Did you find your rep helpful?""","Rating Question ""How likely are you to use this service again""?",purchase_made_after_call,purchase_value_usd,timestamp of checkout,days_between_call_and_purchase
8278177,uqkn0h8g-dxzh-28w7-2yyv-4lnvuxix43h4,BOOKING,19/02/2021,19/02/2021 16:46,20/02/2021 16:45,20/02/2021,20/02/2021 16:45,20/02/2021 16:55,ENDED,Live expert booking - All Goods,21555,20/02/2021 16:45,20/02/2021 16:45,1,20/02/2021 16:53,1,20/02/2021 16:42,20/02/2021 16:53,1,Booking - Successful call,570,,5,5,5,5,YES,1876.4,20/02/2021 16:07,0
7992804,xfebx9x5-1hke-bf6a-xxg7-43856aeau2pu,BOOKING,11/02/2021,11/02/2021 18:04,13/02/2021 11:27,13/02/2021,13/02/2021 11:30,13/02/2021 11:40,ENDED,Live expert booking - All Goods,21557,13/02/2021 11:27,13/02/2021 11:27,1,13/02/2021 11:59,1,13/02/2021 11:27,,1,Booking - Successful call,1894,3,4.33,5,3,5,YES,1318.2,20/02/2021 14:21,7
8202234,liy76oed-6v99-ytje-ww6g-0epfyxw24msl,BOOKING,17/02/2021,17/02/2021 17:26,20/02/2021 13:30,20/02/2021,20/02/2021 13:30,20/02/2021 13:40,ENDED,Live expert booking - All Goods,21998,20/02/2021 13:20,20/02/2021 13:20,1,20/02/2021 13:39,1,20/02/2021 13:30,20/02/2021 13:39,1,Booking - Successful call,565,4,3.33,4,2,4,YES,1278.72,20/02/2021 13:18,0
8241377,9eb7tyav-qx3a-s8sz-0qxg-mh7c204txv1v,BOOKING,18/02/2021,18/02/2021 16:52,19/02/2021 17:44,19/02/2021,19/02/2021 17:45,19/02/2021 17:55,ENDED,Live expert booking - All Goods,21998,19/02/2021 17:42,19/02/2021 17:42,1,19/02/2021 17:51,1,19/02/2021 17:44,19/02/2021 17:51,1,Booking - Successful call,419,2,2.33,3,3,1,YES,799.2,19/02/2021 17:44,0
8259930,3wt7h5en-ozso-rzck-5ido-a9ir2y5sn8q7,BOOKING,19/02/2021,19/02/2021 11:26,19/02/2021 14:49,19/02/2021,19/02/2021 14:45,19/02/2021 15:15,ENDED,Live expert booking - All Goods,21998,19/02/2021 14:38,"2021-02-19 14:38:23, 2021-02-19 14:45:38, 2021-02-19 14:48:00",3,"2021-02-19 14:45:35, 2021-02-19 14:47:59, 2021-02-19 14:49:13",4,"2021-02-19 14:44:23, 2021-02-19 14:46:13, 2021-02-19 14:48:29, 2021-02-19 14:49:18",19/02/2021 14:49,1,Booking - Successful call,0,1,,,,,YES,3304.6,19/02/2021 14:25,0
8145234,fo3z1xgs-gdm6-5631-txri-9kc1j2x2wiux,BOOKING,16/02/2021,16/02/2021 11:47,17/02/2021 12:17,17/02/2021,17/02/2021 12:15,17/02/2021 12:25,ENDED,Live expert booking - All Goods,21555,17/02/2021 12:17,17/02/2021 12:17,1,17/02/2021 12:29,1,17/02/2021 12:15,17/02/2021 12:29,1,Booking - Successful call,718,,4.33,5,3,5,YES,1199.2,18/02/2021 20:24,1
7965428,qa1bjcgz-9kvj-ch81-u7fx-0ah76lrz0xu0,BOOKING,11/02/2021,11/02/2021 10:53,11/02/2021 11:45,11/02/2021,11/02/2021 11:45,11/02/2021 12:15,ENDED,Live expert booking - All Goods,21556,11/02/2021 11:44,11/02/2021 11:44,1,11/02/2021 11:50,1,11/02/2021 11:45,,1,Booking - Successful call,348,3,4.67,5,4,5,YES,1039.2,18/02/2021 15:50,7
8144434,cehppjji-hbzs-5qvs-l501-rdvg60z2xc2b,BOOKING,16/02/2021,16/02/2021 11:33,16/02/2021 17:00,16/02/2021,16/02/2021 17:00,16/02/2021 17:10,ENDED,Live expert booking - All Goods,21556,16/02/2021 17:00,16/02/2021 17:00,1,16/02/2021 17:05,1,16/02/2021 16:58,16/02/2021 17:05,1,Booking - Successful call,277,3,5,5,5,5,YES,1438.4,18/02/2021 11:05,2
7992804,xfebx9x5-1hke-bf6a-xxg7-43856aeau2pu,BOOKING,11/02/2021,11/02/2021 18:04,13/02/2021 11:27,13/02/2021,13/02/2021 11:30,13/02/2021 11:40,ENDED,Live expert booking - All Goods,21557,13/02/2021 11:27,13/02/2021 11:27,1,13/02/2021 11:59,1,13/02/2021 11:27,,1,Booking - Successful call,1894,3,4.33,5,3,5,YES,30,14/02/2021 11:37,1
8895304,e5jj68z7-ebfi-c6of-pzld-6t6srf1aried,BOOKING,10/03/2021,10/03/2021 09:21,,11/03/2021,11/03/2021 11:15,11/03/2021 11:25,ENDED,Live expert booking - All Goods,21556,11/03/2021 17:55,11/03/2021 17:55,1,11/03/2021 17:55,1,11/03/2021 11:16,11/03/2021 11:26,1,Booking - Consumer joined clerk did not joined,0,,1,1,1,1,NO,,,
8902261,2u6gpdfq-22yu-hp8f-bjfr-0sqy16d82xzk,BOOKING,10/03/2021,10/03/2021 12:31,,11/03/2021,11/03/2021 12:30,11/03/2021 12:40,ENDED,Live expert booking - All Goods,21556,11/03/2021 17:55,11/03/2021 17:55,1,11/03/2021 17:55,3,"2021-03-11 12:30:06, 2021-03-11 12:41:24, 2021-03-11 12:46:27","2021-03-11 12:41:04, 2021-03-11 12:45:30, 2021-03-11 12:47:32",1,Booking - Consumer joined clerk did not joined,0,,1,1,1,1,NO,,,
8944816,pooeqw3j-kz27-i2yx-r18t-lui1hnqk19bm,BOOKING,11/03/2021,11/03/2021 14:52,,12/03/2021,12/03/2021 15:00,12/03/2021 15:20,ENDED,Live expert booking - All Goods,21556,12/03/2021 17:31,12/03/2021 17:31,1,12/03/2021 17:31,4,"2021-03-12 14:58:51, 2021-03-12 15:20:48, 2021-03-12 15:22:52, 2021-03-12 15:27:46","2021-03-12 15:18:47, 2021-03-12 15:22:35, 2021-03-12 15:23:15, 2021-03-12 15:28:01",1,Booking - Consumer joined clerk did not joined,0,,1,1,1,1,NO,,,
7965052,,BOOKING,11/02/2021,11/02/2021 10:45,,12/02/2021,12/02/2021 12:00,12/02/2021 12:20,ENDED,Live expert booking - All Goods,21556,12/02/2021 12:00,"2021-02-12 12:00:14, 2021-02-12 12:10:10",2,"2021-02-12 12:05:39, 2021-02-12 12:10:20",0,,,0,Booking - Clerk joined consumer did not join,0,1,,,,,NO,,,
7965851,,BOOKING,11/02/2021,11/02/2021 11:02,,11/02/2021,11/02/2021 16:45,11/02/2021 17:15,ENDED,Live expert booking - All Goods,21556,11/02/2021 17:05,11/02/2021 17:05,1,11/02/2021 17:06,0,,,0,Booking - Clerk joined consumer did not join,0,1,,,,,NO,,,
7966479,,BOOKING,11/02/2021,11/02/2021 11:14,,12/02/2021,12/02/2021 12:30,12/02/2021 13:00,ENDED,Live expert booking - All Goods,21556,12/02/2021 12:29,"2021-02-12 12:29:46, 2021-02-12 12:36:34",2,"2021-02-12 12:36:29, 2021-02-12 12:36:52",0,,,0,Booking - Clerk joined consumer did not join,0,1,,,,,NO,,,
7969606,,BOOKING,11/02/2021,11/02/2021 12:04,,15/02/2021,15/02/2021 18:15,15/02/2021 18:45,ENDED,Live expert booking - All Goods,21556,15/02/2021 18:15,15/02/2021 18:15,1,15/02/2021 18:21,0,,,0,Booking - Clerk joined consumer did not join,0,1,,,,,NO,,,
7975035,,BOOKING,11/02/2021,11/02/2021 13:25,,15/02/2021,15/02/2021 11:30,15/02/2021 11:50,ENDED,Live expert booking - All Goods,21556,15/02/2021 11:29,"2021-02-15 11:29:13, 2021-02-15 11:32:29",2,"2021-02-15 11:32:08, 2021-02-15 11:35:58",0,,,0,Booking - Clerk joined consumer did not join,0,1,,,,,NO,,,
7975169,,BOOKING,11/02/2021,11/02/2021 13:27,,15/02/2021,15/02/2021 16:00,15/02/2021 16:30,ENDED,Live expert booking - All Goods,21556,15/02/2021 16:00,15/02/2021 16:00,1,15/02/2021 16:05,0,,,0,Booking - Clerk joined consumer did not join,0,1,,,,,NO,,,
7979749,,BOOKING,11/02/2021,11/02/2021 14:40,,15/02/2021,15/02/2021 15:15,15/02/2021 15:45,ENDED,Live expert booking - All Goods,21556,15/02/2021 15:15,15/02/2021 15:15,1,15/02/2021 15:20,0,,,0,Booking - Clerk joined consumer did not join,0,1,,,,,NO,,,
8005001,,BOOKING,12/02/2021,12/02/2021 10:09,,15/02/2021,15/02/2021 11:15,15/02/2021 11:25,ENDED,Live expert booking - All Goods,21557,15/02/2021 11:16,15/02/2021 11:16,1,15/02/2021 11:21,0,,,0,Booking - Clerk joined consumer did not join,0,1,,,,,NO,,,
8010674,,BOOKING,12/02/2021,12/02/2021 12:06,,15/02/2021,15/02/2021 12:00,15/02/2021 12:10,ENDED,Live expert booking - All Goods,21556,15/02/2021 12:00,15/02/2021 12:00,1,15/02/2021 12:04,0,,,0,Booking - Clerk joined consumer did not join,0,1,,,,,NO,,,
8023118,,BOOKING,12/02/2021,12/02/2021 15:34,,15/02/2021,15/02/2021 16:45,15/02/2021 16:55,ENDED,Live expert booking - All Goods,21556,15/02/2021 16:47,15/02/2021 16:47,1,15/02/2021 16:51,0,,,0,Booking - Clerk joined consumer did not join,0,1,,,,,NO,,,
8024653,,BOOKING,12/02/2021,12/02/2021 15:59,,15/02/2021,15/02/2021 13:15,15/02/2021 13:25,ENDED,Live expert booking - All Goods,21557,15/02/2021 13:14,15/02/2021 13:14,1,15/02/2021 13:21,0,,,0,Booking - Clerk joined consumer did not join,0,1,,,,,NO,,,
8025522,,BOOKING,12/02/2021,12/02/2021 16:12,,15/02/2021,15/02/2021 14:30,15/02/2021 14:40,ENDED,Live expert booking - All Goods,21557,15/02/2021 14:28,15/02/2021 14:28,1,15/02/2021 14:37,0,,,0,Booking - Clerk joined consumer did not join,0,1,,,,,NO,,,
8127193,,BOOKING,15/02/2021,15/02/2021 17:23,,16/02/2021,16/02/2021 11:30,16/02/2021 11:40,ENDED,Live expert booking - All Goods,21557,16/02/2021 11:28,16/02/2021 11:28,1,16/02/2021 11:36,0,,,0,Booking - Clerk joined consumer did not join,0,1,,,,,NO,,,
8128167,vvnjhrqe-4sti-r0s2-wsut-v2sh6mujh4ev,BOOKING,15/02/2021,15/02/2021 17:38,,16/02/2021,16/02/2021 14:30,16/02/2021 14:45,ENDED,Live expert booking - All Goods,21556,16/02/2021 14:30,16/02/2021 14:30,1,16/02/2021 14:36,0,,,0,Booking - Clerk joined consumer did not join,0,1,,,,,NO,,,
8137207,,BOOKING,15/02/2021,15/02/2021 22:44,,17/02/2021,17/02/2021 13:00,17/02/2021 13:15,ENDED,Live expert booking - All Goods,21998,17/02/2021 12:02,"2021-02-17 12:02:21, 2021-02-17 12:51:25",2,"2021-02-17 12:02:29, 2021-02-17 13:05:27",0,,,0,Booking - Clerk joined consumer did not join,0,1,,,,,NO,,,
8143816,,BOOKING,16/02/2021,16/02/2021 11:22,,16/02/2021,16/02/2021 12:15,16/02/2021 12:25,ENDED,Live expert booking - All Goods,21556,16/02/2021 12:15,16/02/2021 12:15,1,16/02/2021 12:21,0,,,0,Booking - Clerk joined consumer did not join,0,1,,,,,NO,,,
8143883,,BOOKING,16/02/2021,16/02/2021 11:23,,16/02/2021,16/02/2021 12:45,16/02/2021 12:55,ENDED,Live expert booking - All Goods,21998,16/02/2021 11:46,"2021-02-16 11:46:57, 2021-02-16 11:53:44, 2021-02-16 11:56:36, 2021-02-16 12:42:32",4,"2021-02-16 11:53:26, 2021-02-16 11:55:09, 2021-02-16 11:58:07, 2021-02-16 12:54:08",0,,,0,Booking - Clerk joined consumer did not join,0,1,,,,,NO,,,
8143944,,BOOKING,16/02/2021,16/02/2021 11:24,,16/02/2021,16/02/2021 13:15,16/02/2021 13:45,ENDED,Live expert booking - All Goods,21556,16/02/2021 13:15,16/02/2021 13:15,1,16/02/2021 13:20,0,,,0,Booking - Clerk joined consumer did not join,0,1,,,,,NO,,,
8144144,,BOOKING,16/02/2021,16/02/2021 11:28,,16/02/2021,16/02/2021 15:00,16/02/2021 15:10,ENDED,Live expert booking - All Goods,21556,16/02/2021 15:00,16/02/2021 15:00,1,16/02/2021 15:05,0,,,0,Booking - Clerk joined consumer did not join,0,1,,,,,NO,,,
8144377,,BOOKING,16/02/2021,16/02/2021 11:32,,16/02/2021,16/02/2021 16:30,16/02/2021 16:40,ENDED,Live expert booking - All Goods,21998,16/02/2021 16:30,16/02/2021 16:30,1,16/02/2021 16:35,0,,,0,Booking - Clerk joined consumer did not join,0,1,,,,,NO,,,
8144512,,BOOKING,16/02/2021,16/02/2021 11:34,,16/02/2021,16/02/2021 17:30,16/02/2021 17:40,ENDED,Live expert booking - All Goods,21998,16/02/2021 17:27,16/02/2021 17:27,1,16/02/2021 17:44,0,,,0,Booking - Clerk joined consumer did not join,0,1,,,,,NO,,,
8168883,0ekn3fhz-5pv7-fl9t-85cn-zlspqmt7sunz,BOOKING,16/02/2021,16/02/2021 19:02,,18/02/2021,18/02/2021 13:00,18/02/2021 13:10,ENDED,Live expert booking - All Goods,21556,18/02/2021 13:00,18/02/2021 13:00,1,18/02/2021 13:05,0,,,0,Booking - Clerk joined consumer did not join,0,1,,,,,NO,,,
8218727,,BOOKING,18/02/2021,18/02/2021 10:40,,19/02/2021,19/02/2021 11:15,19/02/2021 11:25,ENDED,Live expert booking - All Goods,22017,19/02/2021 11:14,19/02/2021 11:14,1,19/02/2021 11:25,0,,,0,Booking - Clerk joined consumer did not join,0,1,,,,,NO,,,
8219091,,BOOKING,18/02/2021,18/02/2021 10:47,,19/02/2021,19/02/2021 13:00,19/02/2021 13:15,ENDED,Live expert booking - All Goods,22017,19/02/2021 13:01,19/02/2021 13:01,1,19/02/2021 13:17,0,,,0,Booking - Clerk joined consumer did not join,0,3,,,,,NO,,,
8235660,,BOOKING,18/02/2021,18/02/2021 15:18,,19/02/2021,19/02/2021 16:15,19/02/2021 16:25,ENDED,Live expert booking - All Goods,21998,19/02/2021 16:18,19/02/2021 16:18,1,19/02/2021 16:18,0,,,0,Booking - Clerk joined consumer did not join,0,1,,,,,NO,,,
8259843,,BOOKING,19/02/2021,19/02/2021 11:24,,19/02/2021,19/02/2021 13:00,19/02/2021 13:10,ENDED,Live expert booking - All Goods,21556,19/02/2021 13:00,19/02/2021 13:00,1,19/02/2021 13:05,0,,,0,Booking - Clerk joined consumer did not join,0,1,,,,,NO,,,
8261654,,BOOKING,19/02/2021,19/02/2021 11:57,,20/02/2021,20/02/2021 13:45,20/02/2021 13:55,ENDED,Live expert booking - All Goods,22017,20/02/2021 13:51,20/02/2021 13:51,1,20/02/2021 13:59,0,,,0,Booking - Clerk joined consumer did not join,0,1,,,,,NO,,,
8279448,gt2vfbsv-4zce-n9da-2kal-yf1l2wieoabc,BOOKING,19/02/2021,19/02/2021 17:08,,20/02/2021,20/02/2021 17:15,20/02/2021 17:25,ENDED,Live expert booking - All Goods,22017,20/02/2021 17:16,"2021-02-20 17:16:06, 2021-02-20 17:20:47",2,"2021-02-20 17:20:14, 2021-02-20 17:22:27",0,,,0,Booking - Clerk joined consumer did not join,0,1,,,,,NO,,,
8283555,,BOOKING,19/02/2021,19/02/2021 18:39,,20/02/2021,20/02/2021 18:45,20/02/2021 18:55,ENDED,Live expert booking - All Goods,22017,20/02/2021 18:45,20/02/2021 18:45,1,20/02/2021 18:53,0,,,0,Booking - Clerk joined consumer did not join,0,1,,,,,NO,,,
8286822,,BOOKING,19/02/2021,19/02/2021 20:49,,21/02/2021,21/02/2021 13:30,21/02/2021 13:40,ENDED,Live expert booking - All Goods,21998,21/02/2021 13:27,21/02/2021 13:27,1,21/02/2021 13:35,0,,,0,Booking - Clerk joined consumer did not join,0,1,,,,,NO,,,
8287212,,BOOKING,19/02/2021,19/02/2021 21:08,,21/02/2021,21/02/2021 14:30,21/02/2021 14:40,ENDED,Live expert booking - All Goods,21998,21/02/2021 14:21,"2021-02-21 14:21:16, 2021-02-21 14:21:30, 2021-02-21 14:21:40, 2021-02-21 14:29:46",4,"2021-02-21 14:21:28, 2021-02-21 14:21:34, 2021-02-21 14:29:40, 2021-02-21 14:35:36",0,,,0,Booking - Clerk joined consumer did not join,0,1,,,,,NO,,,
8293199,,BOOKING,20/02/2021,20/02/2021 10:23,,21/02/2021,21/02/2021 15:00,21/02/2021 15:20,ENDED,Live expert booking - All Goods,21998,21/02/2021 14:47,21/02/2021 14:47,1,21/02/2021 15:05,0,,,0,Booking - Clerk joined consumer did not join,0,1,,,,,NO,,,
8299437,,BOOKING,20/02/2021,20/02/2021 12:33,,21/02/2021,21/02/2021 18:00,21/02/2021 18:15,ENDED,Live expert booking - All Goods,21998,21/02/2021 17:52,"2021-02-21 17:52:36, 2021-02-21 17:54:45",2,"2021-02-21 17:53:24, 2021-02-21 18:05:57",0,,,0,Booking - Clerk joined consumer did not join,0,1,,,,,NO,,,
8311499,,BOOKING,20/02/2021,20/02/2021 16:26,,22/02/2021,22/02/2021 13:45,22/02/2021 13:55,ENDED,Live expert booking - All Goods,21998,22/02/2021 13:42,"2021-02-22 13:42:26, 2021-02-22 13:47:32",2,"2021-02-22 13:47:24, 2021-02-22 13:50:34",0,,,0,Booking - Clerk joined consumer did not join,0,1,,,,,NO,,,
8316991,xgkf949q-m58h-fzqt-zc62-jatd2obm1zeu,BOOKING,20/02/2021,20/02/2021 18:38,,27/02/2021,27/02/2021 15:15,27/02/2021 15:25,ENDED,Live expert booking - All Goods,21998,27/02/2021 15:08,"2021-02-27 15:08:20, 2021-02-27 15:21:03",2,"2021-02-27 15:20:55, 2021-02-27 15:21:40",0,,,0,Booking - Clerk joined consumer did not join,0,1,,,,,NO,,,
8340439,,BOOKING,21/02/2021,21/02/2021 17:47,,23/02/2021,23/02/2021 11:15,23/02/2021 11:25,ENDED,Live expert booking - All Goods,22017,23/02/2021 11:15,"2021-02-23 11:15:07, 2021-02-23 11:23:08",2,"2021-02-23 11:23:01, 2021-02-23 11:23:15",0,,,0,Booking - Clerk joined consumer did not join,0,1,,,,,NO,,,
8350817,,BOOKING,22/02/2021,22/02/2021 10:50,,23/02/2021,23/02/2021 12:30,23/02/2021 12:40,ENDED,Live expert booking - All Goods,21557,23/02/2021 12:30,23/02/2021 12:30,1,23/02/2021 12:36,0,,,0,Booking - Clerk joined consumer did not join,0,1,,,,,NO,,,
8363150,,BOOKING,22/02/2021,22/02/2021 14:33,,23/02/2021,23/02/2021 16:00,23/02/2021 16:10,ENDED,Live expert booking - All Goods,22017,23/02/2021 16:02,23/02/2021 16:02,1,23/02/2021 16:09,0,,,0,Booking - Clerk joined consumer did not join,0,1,,,,,NO,,,
8363592,,BOOKING,22/02/2021,22/02/2021 14:41,,23/02/2021,23/02/2021 16:30,23/02/2021 16:40,ENDED,Live expert booking - All Goods,22017,23/02/2021 16:29,23/02/2021 16:29,1,23/02/2021 16:39,0,,,0,Booking - Clerk joined consumer did not join,0,1,,,,,NO,,,
8373156,,BOOKING,22/02/2021,22/02/2021 17:29,,24/02/2021,24/02/2021 18:45,24/02/2021 18:55,ENDED,Live expert booking - All Goods,22017,24/02/2021 18:44,"2021-02-24 18:44:52, 2021-02-24 18:54:14",2,"2021-02-24 18:54:05, 2021-02-24 18:55:27",0,,,0,Booking - Clerk joined consumer did not join,0,1,,,,,NO,,,
8410626,,BOOKING,23/02/2021,23/02/2021 18:24,,25/02/2021,25/02/2021 11:15,25/02/2021 11:25,ENDED,Live expert booking - All Goods,22017,25/02/2021 11:15,25/02/2021 11:15,1,25/02/2021 11:22,0,,,0,Booking - Clerk joined consumer did not join,0,3,,,,,NO,,,
8411649,,BOOKING,23/02/2021,23/02/2021 18:50,,25/02/2021,25/02/2021 13:30,25/02/2021 13:40,ENDED,Live expert booking - All Goods,22017,25/02/2021 13:30,25/02/2021 13:30,1,25/02/2021 13:39,0,,,0,Booking - Clerk joined consumer did not join,0,1,,,,,NO,,,
8414719,,BOOKING,23/02/2021,23/02/2021 20:45,,25/02/2021,25/02/2021 11:30,25/02/2021 11:40,ENDED,Live expert booking - All Goods,21557,25/02/2021 11:29,25/02/2021 11:29,1,25/02/2021 11:35,0,,,0,Booking - Clerk joined consumer did not join,0,1,,,,,NO,,,
8416460,,BOOKING,23/02/2021,23/02/2021 22:13,,25/02/2021,25/02/2021 17:15,25/02/2021 17:30,ENDED,Live expert booking - All Goods,22017,25/02/2021 17:15,25/02/2021 17:15,1,25/02/2021 17:25,0,,,0,Booking - Clerk joined consumer did not join,0,3,,,,,NO,,,
8466745,,BOOKING,25/02/2021,25/02/2021 14:25,,26/02/2021,26/02/2021 17:45,26/02/2021 17:55,ENDED,Live expert booking - All Goods,21998,26/02/2021 16:45,"2021-02-26 16:45:57, 2021-02-26 16:53:45",2,"2021-02-26 16:53:39, 2021-02-26 16:53:56",0,,,0,Booking - Clerk joined consumer did not join,0,1,,,,,NO,,,
8473639,,BOOKING,25/02/2021,25/02/2021 16:41,,26/02/2021,26/02/2021 16:45,26/02/2021 17:05,ENDED,Live expert booking - All Goods,22017,26/02/2021 16:44,26/02/2021 16:44,1,26/02/2021 16:54,0,,,0,Booking - Clerk joined consumer did not join,0,1,,,,,NO,,,
8493180,,BOOKING,26/02/2021,26/02/2021 12:14,,27/02/2021,27/02/2021 13:30,27/02/2021 13:40,ENDED,Live expert booking - All Goods,21557,27/02/2021 13:38,27/02/2021 13:38,1,27/02/2021 13:44,0,,,0,Booking - Clerk joined consumer did not join,0,1,,,,,NO,,,
8517315,,BOOKING,27/02/2021,27/02/2021 01:27,,28/02/2021,28/02/2021 13:00,28/02/2021 13:10,ENDED,Live expert booking - All Goods,22017,28/02/2021 13:03,28/02/2021 13:03,1,28/02/2021 13:10,0,,,0,Booking - Clerk joined consumer did not join,0,1,,,,,NO,,,
8535075,,BOOKING,27/02/2021,27/02/2021 16:04,,28/02/2021,28/02/2021 17:30,28/02/2021 17:40,ENDED,Live expert booking - All Goods,22017,28/02/2021 17:29,28/02/2021 17:29,1,28/02/2021 17:45,0,,,0,Booking - Clerk joined consumer did not join,0,1,,,,,NO,,,
8546109,,BOOKING,27/02/2021,27/02/2021 23:50,,01/03/2021,01/03/2021 12:00,01/03/2021 12:10,ENDED,Live expert booking - All Goods,21998,01/03/2021 11:55,01/03/2021 11:55,1,01/03/2021 12:06,0,,,0,Booking - Clerk joined consumer did not join,0,1,,,,,NO,,,
8555348,,BOOKING,28/02/2021,28/02/2021 13:40,,01/03/2021,01/03/2021 13:45,01/03/2021 13:55,ENDED,Live expert booking - All Goods,21556,01/03/2021 13:45,"2021-03-01 13:45:41, 2021-03-01 13:45:56",2,"2021-03-01 13:45:48, 2021-03-01 13:49:36",0,,,0,Booking - Clerk joined consumer did not join,0,1,,,,,NO,,,
8583468,,BOOKING,01/03/2021,01/03/2021 13:11,,02/03/2021,02/03/2021 13:30,02/03/2021 13:40,ENDED,Live expert booking - All Goods,21556,02/03/2021 13:35,02/03/2021 13:35,1,02/03/2021 13:35,0,,,0,Booking - Clerk joined consumer did not join,0,1,,,,,NO,,,
8643824,,BOOKING,02/03/2021,02/03/2021 22:28,,04/03/2021,04/03/2021 13:00,04/03/2021 13:10,ENDED,Live expert booking - All Goods,21556,04/03/2021 12:59,04/03/2021 12:59,1,04/03/2021 13:05,0,,,0,Booking - Clerk joined consumer did not join,0,1,,,,,NO,,,
8654260,,BOOKING,03/03/2021,03/03/2021 12:24,,04/03/2021,04/03/2021 12:45,04/03/2021 12:55,ENDED,Live expert booking - All Goods,21557,04/03/2021 12:42,"2021-03-04 12:42:59, 2021-03-04 12:50:17",2,"2021-03-04 12:49:58, 2021-03-04 12:52:01",0,,,0,Booking - Clerk joined consumer did not join,0,1,,,,,NO,,,
8667881,,BOOKING,03/03/2021,03/03/2021 16:18,,04/03/2021,04/03/2021 16:45,04/03/2021 16:55,ENDED,Live expert booking - All Goods,21556,04/03/2021 16:46,04/03/2021 16:46,1,04/03/2021 16:50,0,,,0,Booking - Clerk joined consumer did not join,0,1,,,,,NO,,,
8682892,,BOOKING,03/03/2021,03/03/2021 23:14,,05/03/2021,05/03/2021 14:15,05/03/2021 14:25,ENDED,Live expert booking - All Goods,21557,05/03/2021 14:14,05/03/2021 14:14,1,05/03/2021 14:20,0,,,0,Booking - Clerk joined consumer did not join,0,1,,,,,NO,,,
8686459,,BOOKING,04/03/2021,04/03/2021 09:43,,05/03/2021,05/03/2021 11:30,05/03/2021 11:40,ENDED,Live expert booking - All Goods,21557,05/03/2021 11:25,05/03/2021 11:25,1,05/03/2021 11:36,0,,,0,Booking - Clerk joined consumer did not join,0,1,,,,,NO,,,
8702821,,BOOKING,04/03/2021,04/03/2021 16:09,,05/03/2021,05/03/2021 16:15,05/03/2021 16:25,ENDED,Live expert booking - All Goods,22017,05/03/2021 16:11,05/03/2021 16:11,1,05/03/2021 16:23,0,,,0,Booking - Clerk joined consumer did not join,0,3,,,,,NO,,,
8852524,,BOOKING,08/03/2021,08/03/2021 20:27,,10/03/2021,10/03/2021 19:45,10/03/2021 19:55,ENDED,Live expert booking - All Goods,22017,10/03/2021 19:46,10/03/2021 19:46,1,10/03/2021 19:55,0,,,0,Booking - Clerk joined consumer did not join,0,1,,,,,NO,,,
8860664,,BOOKING,09/03/2021,09/03/2021 10:39,,10/03/2021,10/03/2021 11:15,10/03/2021 11:25,ENDED,Live expert booking - All Goods,21557,10/03/2021 11:14,10/03/2021 11:14,1,10/03/2021 11:21,0,,,0,Booking - Clerk joined consumer did not join,0,1,,,,,NO,,,
8860855,,BOOKING,09/03/2021,09/03/2021 10:44,,10/03/2021,10/03/2021 12:30,10/03/2021 12:40,ENDED,Live expert booking - All Goods,21557,10/03/2021 12:27,10/03/2021 12:27,1,10/03/2021 12:34,0,,,0,Booking - Clerk joined consumer did not join,0,1,,,,,NO,,,
8931785,,BOOKING,11/03/2021,11/03/2021 10:19,,12/03/2021,12/03/2021 11:15,12/03/2021 11:25,ENDED,Live expert booking - All Goods,22017,12/03/2021 11:13,12/03/2021 11:13,1,12/03/2021 11:23,0,,,0,Booking - Clerk joined consumer did not join,0,1,,,,,NO,,,
8968849,,BOOKING,12/03/2021,12/03/2021 11:12,,13/03/2021,13/03/2021 11:15,13/03/2021 11:35,ENDED,Live expert booking - All Goods,21998,13/03/2021 13:17,13/03/2021 13:17,1,13/03/2021 13:17,0,,,0,Booking - Clerk joined consumer did not join,0,1,,,,,NO,,,
8970879,,BOOKING,12/03/2021,12/03/2021 11:56,,12/03/2021,12/03/2021 15:15,12/03/2021 15:45,ENDED,Live expert booking - All Goods,21998,12/03/2021 15:16,12/03/2021 15:16,1,12/03/2021 15:16,0,,,0,Booking - Clerk joined consumer did not join,0,1,,,,,NO,,,
8995650,,BOOKING,13/03/2021,13/03/2021 10:09,,14/03/2021,14/03/2021 13:00,14/03/2021 13:10,ENDED,Live expert booking - All Goods,21998,14/03/2021 13:00,14/03/2021 13:00,1,14/03/2021 13:09,0,,,0,Booking - Clerk joined consumer did not join,0,1,,,,,NO,,,
9055989,,BOOKING,15/03/2021,15/03/2021 15:20,,16/03/2021,16/03/2021 17:45,16/03/2021 17:55,ENDED,Live expert booking - All Goods,22337,16/03/2021 17:45,16/03/2021 17:45,1,16/03/2021 17:52,0,,,0,Booking - Clerk joined consumer did not join,0,3,,,,,NO,,,
